2024-07-24 12:52:31,388 INFO    StreamThr :36344 [internal.py:wandb_internal():86] W&B internal server running at pid: 36344, started at: 2024-07-24 12:52:31.387952
2024-07-24 12:52:31,389 DEBUG   HandlerThread:36344 [handler.py:handle_request():146] handle_request: status
2024-07-24 12:52:31,392 INFO    WriterThread:36344 [datastore.py:open_for_write():87] open: /home/skyr/PycharmProjects/MuAlphaZeroBuild/connect4mz/wandb/run-20240724_125231-wp83yrm4/run-wp83yrm4.wandb
2024-07-24 12:52:31,392 DEBUG   SenderThread:36344 [sender.py:send():379] send: header
2024-07-24 12:52:31,395 DEBUG   SenderThread:36344 [sender.py:send():379] send: run
2024-07-24 12:52:31,772 INFO    SenderThread:36344 [dir_watcher.py:__init__():211] watching files in: /home/skyr/PycharmProjects/MuAlphaZeroBuild/connect4mz/wandb/run-20240724_125231-wp83yrm4/files
2024-07-24 12:52:31,772 INFO    SenderThread:36344 [sender.py:_start_run_threads():1124] run started: wp83yrm4 with start time 1721818351.386977
2024-07-24 12:52:31,782 DEBUG   HandlerThread:36344 [handler.py:handle_request():146] handle_request: check_version
2024-07-24 12:52:31,782 DEBUG   SenderThread:36344 [sender.py:send_request():406] send_request: check_version
2024-07-24 12:52:31,868 DEBUG   HandlerThread:36344 [handler.py:handle_request():146] handle_request: run_start
2024-07-24 12:52:31,873 DEBUG   HandlerThread:36344 [system_info.py:__init__():26] System info init
2024-07-24 12:52:31,873 DEBUG   HandlerThread:36344 [system_info.py:__init__():41] System info init done
2024-07-24 12:52:31,873 INFO    HandlerThread:36344 [system_monitor.py:start():194] Starting system monitor
2024-07-24 12:52:31,873 INFO    SystemMonitor:36344 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-24 12:52:31,874 INFO    HandlerThread:36344 [system_monitor.py:probe():214] Collecting system info
2024-07-24 12:52:31,874 INFO    SystemMonitor:36344 [interfaces.py:start():190] Started cpu monitoring
2024-07-24 12:52:31,875 INFO    SystemMonitor:36344 [interfaces.py:start():190] Started disk monitoring
2024-07-24 12:52:31,876 INFO    SystemMonitor:36344 [interfaces.py:start():190] Started gpu monitoring
2024-07-24 12:52:31,877 INFO    SystemMonitor:36344 [interfaces.py:start():190] Started memory monitoring
2024-07-24 12:52:31,877 INFO    SystemMonitor:36344 [interfaces.py:start():190] Started network monitoring
2024-07-24 12:52:31,882 DEBUG   HandlerThread:36344 [system_info.py:probe():150] Probing system
2024-07-24 12:52:31,884 DEBUG   HandlerThread:36344 [system_info.py:_probe_git():135] Probing git
2024-07-24 12:52:31,891 DEBUG   HandlerThread:36344 [system_info.py:_probe_git():143] Probing git done
2024-07-24 12:52:31,891 DEBUG   HandlerThread:36344 [system_info.py:probe():198] Probing system done
